consent,clif_harm_e_01_1,clif_harm_e_01_2,clif_harm_e_02_1,clif_harm_e_02_2,clif_harm_e_03_1,clif_harm_e_03_2,clif_harm_e_04_1,clif_harm_e_04_2,clif_harm_e_05_1,clif_harm_e_05_2,clif_harm_e_06_1,clif_harm_e_06_2,clif_harm_e_07_1,clif_harm_e_07_2,clif_harm_e_08_1,clif_harm_e_08_2,clif_harm_e_09_1,clif_harm_e_09_2,clif_harm_e_10_1,clif_harm_e_10_2,clif_harm_e_11_1,clif_harm_e_11_2,clif_harm_e_12_1,clif_harm_e_12_2,clif_harm_e_13_1,clif_harm_e_13_2,clif_harm_e_14_1,clif_harm_e_14_2,clif_harm_e_15_1,clif_harm_e_15_2,clif_harm_e_16_1,clif_harm_e_16_2,clif_harm_ph_01_1,clif_harm_ph_01_2,clif_harm_ph_02_1,clif_harm_ph_02_2,clif_harm_ph_03_1,clif_harm_ph_03_2,cliff_fair_01_1,cliff_fair_01_2,clif_fair_02_1,clif_fair_02_2,clif_fair_03_1,clif_fair_03_2,clif_fair_04_1,clif_fair_04_2,clif_fair_05_1,clif_fair_05_2,clif_fair_06_1,clif_fair_06_2,clif_fair_07_1,clif_fair_07_2,clif_fair_08_1,clif_fair_08_2,clif_fair_09_1,clif_fair_09_2,clif_fair_10_1,clif_fair_10_2,clif_fair_11_1,clif_fair_11_2,clif_fair_12_1,clif_fair_12_2,clif_pure_1_1,clif_pure_1_2,clif_pure_02_1,clif_pure_02_2,clif_pure_03_1,clif_pure_03_2,clif_pure_04_1,clif_pure_04_2,clif_pure_05_1,clif_pure_05_2,clif_pure_06_1,clif_pure_06_2,clif_pure_07_1,clif_pure_07_2,clif_pure_08_1,clif_pure_08_2,clif_pure_09_1,clif_pure_09_2,clif_pure_10_1,clif_pure_10_2,emt_14_1,emt_14_2,emt_15_1,emt_15_2,emt_12_1,emt_12_2,emt_13_1,emt_13_2,emt_11_1,emt_11_2,emt_10_1,emt_10_2,emt_09_1,emt_09_2,emt_08_1,emt_08_2,emt_07_1,emt_07_2,emt_06_1,emt_06_2,emt_05_1,emt_05_2,emt_04_1,emt_04_2,emt_03_1,emt_03_2,emt_02_1,emt_02_2,emt_01_1,emt_01_2,graham_pure_05_1,graham_pure_05_2,graham_pure_04_1,graham_pure_04_2,graham_pure_03_1,graham_pure_03_2,graham_pure_02_1,graham_pure_02_2,graham_pure_01_1,graham_pure_01_2,graham_fair_05_1,graham_fair_05_2,graham_fair_04_1,graham_fair_04_2,graham_fair_03_1,graham_fair_03_2,graham_fair_02_1,graham_fair_02_2,graham_fair_01_1,graham_fair_01_2,graham_harm_05_1,graham_harm_05_2,graham_harm_04_1,graham_harm_04_2,graham_harm_03_1,graham_harm_03_2,graham_harm_02_1,graham_harm_02_2,graham_harm_01_1,graham_harm_01_2,age,gender,hispanic,race,lib_con_1,lib_con_2,lib_con_3,pol_party,Debrief,likely_dups,total_na,clif_harm_wrong_mean,clif_fair_wrong_mean,clif_pure_wrong_mean,graham_harm_wrong_mean,graham_pure_wrong_mean,graham_fair_wrong_mean,clif_wrong_mean,graham_wrong_mean,emt_wrong_mean,clif_harm_likely_mean,clif_fair_likely_mean,clif_pure_likely_mean,graham_harm_likely_mean,graham_pure_likely_mean,graham_fair_likely_mean,clif_likely_mean,graham_likely_mean,emt_likely_mean
I understand and agree to continue,4,2,1,0,5,4,1,1,5,4,2,1,5,1,4,2,0,5,0,0,2,NA,3,2,0,2,4,2,3,2,1,0,4,3,4,1,1,3,4,5,2,0,0,0,0,0,2,1,4,1,5,4,0,0,0,2,0,1,5,2,5,5,2,1,0,0,1,0,5,1,0,0,5,2,4,0,4,0,3,0,2,1,0,1,1,0,0,2,1,1,3,1,2,2,1,3,3,5,1,0,0,1,0,0,4,1,1,1,4,3,5,2,0,0,0,0,0,0,2,0,2,2,5,2,5,4,1,0,5,3,2,2,5,1,0,0,5,4,5,5,5,3,19,Female,No,Asian,5,3,4,Republican,Continue,NA,9,2.578947368,2.090909091,2.6,4,0.8,3.6,2.487804878,2.8,1.733333333,1.944444444,1.454545455,0.5,2.6,0.4,2.2,1.525,1.733333333,1.533333333
I understand and agree to continue,3,0,1,0,2,0,0,0,3,0,2,0,2,0,5,0,0,2,0,0,1,NA,0,0,1,0,0,0,1,0,2,0,3,0,1,0,1,0,2,0,2,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,2,0,3,0,3,0,5,0,3,0,5,0,5,0,3,0,5,0,5,0,3,0,2,0,3,0,0,0,3,0,0,0,2,0,2,0,0,0,0,2,1,0,1,0,0,0,2,1,3,0,0,0,3,0,2,0,2,0,5,0,2,0,5,0,5,0,5,0,4,0,3,1,3,0,3,0,3,0,0,0,3,0,1,0,3,0,18,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,1.473684211,1.636363636,3.9,2,3.8,3.6,2.12195122,3.133333333,1.266666667,0.111111111,0,0,0,0,0.2,0.05,0.066666667,0.2
I understand and agree to continue,4,0,4,0,4,2,4,2,4,1,4,0,4,0,5,1,3,1,4,2,3,NA,3,0,5,1,4,0,4,0,4,2,5,0,4,0,4,0,5,2,5,0,3,2,3,3,4,0,4,2,5,0,4,2,3,2,3,2,5,1,5,3,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,2,3,2,3,4,1,3,2,2,3,3,2,3,1,3,1,3,1,3,1,2,4,4,0,4,2,5,2,3,3,5,0,3,1,4,0,4,0,5,0,5,1,5,0,2,3,5,2,4,0,5,0,0,1,5,0,5,0,5,0,18,Female,No,Asian,"Very conservative
7",5,4,Republican,Continue,NA,7,4,4,4.9,4,4.2,4.2,4.243902439,4.133333333,3.066666667,0.666666667,1.545454545,0,0.2,0.2,1.2,0.775,0.533333333,1.933333333
I understand and agree to continue,1,3,1,0,2,3,3,1,1,4,1,1,2,3,2,4,0,5,2,1,2,3,2,3,2,3,2,2,1,4,3,2,2,1,2,0,1,4,4,3,4,3,1,2,2,5,3,1,3,4,4,1,3,3,3,3,3,3,4,4,5,1,5,0,5,0,5,1,5,1,4,1,5,0,1,0,4,3,4,3,4,0,1,5,2,5,1,3,2,3,1,4,1,5,2,5,1,5,3,3,1,2,1,4,5,5,1,5,3,5,4,3,5,0,0,3,2,0,3,1,5,0,4,4,5,5,0,1,4,1,4,4,5,1,3,1,3,2,4,0,4,1,20,Male,No,White or Caucasian,"Very conservative
7",6,6,Republican,Continue,NA,9,1.684210526,3.181818182,4.2,3.8,3,3.4,2.756097561,3.4,1.933333333,2.473684211,2.727272727,0.9,1,0.8,3,2.170731707,1.6,4.133333333
I understand and agree to continue,4,0,1,0,1,4,1,0,NA,NA,3,0,2,1,1,3,1,0,2,0,2,3,1,0,1,1,2,2,1,2,5,1,3,0,2,0,3,1,2,4,3,1,4,0,1,0,1,3,4,2,4,1,4,0,3,2,2,1,4,3,3,2,5,0,5,0,5,0,3,0,4,0,5,0,2,0,2,0,4,0,3,0,3,1,4,3,2,1,1,0,2,4,NA,NA,3,2,3,5,4,2,1,3,1,3,5,2,2,4,2,3,5,0,4,0,0,1,2,0,1,0,0,0,5,3,2,5,4,1,5,0,5,0,5,5,1,2,1,3,3,0,4,NA,18,Female,NA,Asian,6,"Very conservative
7",6,Republican,Continue,NA,15,2,3,3.8,2.8,1.4,4.2,2.725,2.8,2.714285714,1,1.363636364,0,2.5,0.2,1.8,0.925,1.428571429,2.357142857
I understand and agree to continue,3,0,1,0,2,1,1,1,3,0,2,0,3,0,3,0,3,1,1,0,2,1,2,1,2,1,2,0,1,1,2,0,4,0,3,0,3,1,4,0,2,0,3,0,2,1,1,1,2,1,3,0,2,1,1,1,3,0,3,0,4,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,4,0,4,0,5,0,1,1,2,1,1,1,3,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,4,0,2,1,5,0,2,1,4,0,4,0,2,0,5,0,5,0,4,0,4,0,2,0,3,1,2,1,5,0,2,2,2,1,4,0,4,0,19,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,7,2.263157895,2.363636364,4.6,3.4,4,3,2.902439024,3.466666667,2.066666667,0.421052632,0.454545455,0,0.6,0,0.4,0.317073171,0.333333333,0.933333333
I understand and agree to continue,3,3,1,3,2,4,1,2,4,4,2,3,3,4,1,3,3,4,2,3,2,4,1,2,3,3,2,3,1,3,3,3,4,4,2,4,2,4,3,3,4,3,1,3,2,2,2,4,2,2,0,2,3,3,2,3,1,1,3,4,3,3,4,1,3,3,4,1,4,1,3,2,3,1,3,3,5,4,4,2,5,3,1,4,3,3,2,3,3,3,3,4,2,4,2,3,3,4,2,4,2,4,2,4,2,3,3,2,3,3,4,3,4,1,0,0,3,1,3,1,2,2,3,3,3,3,3,4,4,3,3,3,4,2,1,4,2,4,4,3,4,4,18,Female,No,Asian,3,4,4,Republican,Continue,NA,9,2.210526316,2.090909091,3.8,3,2.4,3.2,2.585365854,2.866666667,2.466666667,3.315789474,2.727272727,2.1,3.4,1,3.2,2.853658537,2.533333333,3.4
I understand and agree to continue,4,1,3,2,4,1,3,2,4,1,3,1,4,0,4,0,4,1,4,0,4,1,4,1,3,1,3,1,5,1,5,2,5,3,5,0,5,0,5,2,5,1,4,0,4,1,3,0,4,2,3,2,5,0,3,0,4,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,4,0,4,3,5,2,3,0,4,2,5,1,3,0,4,2,3,1,NA,2,4,2,3,2,5,0,4,0,5,4,5,1,5,0,2,1,4,0,5,0,3,1,5,1,5,2,4,0,5,1,4,0,5,0,3,0,4,1,5,0,5,1,19,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,4,4,4.8,4.4,3.8,4.6,4.219512195,4.266666667,4.071428571,1,0.545454545,0,0.4,0.4,0.8,0.658536585,0.533333333,1.466666667
I understand and agree to continue,5,2,3,4,4,1,5,2,4,0,4,1,5,2,4,3,5,4,2,4,4,1,2,3,2,3,3,3,3,2,4,3,5,2,4,3,5,3,4,3,5,2,3,2,1,4,4,2,5,4,3,2,4,3,4,1,4,1,5,3,5,1,5,1,4,3,5,0,4,1,4,2,5,1,5,1,4,4,5,1,5,1,3,5,4,3,1,4,2,4,3,2,2,2,3,4,3,4,4,2,3,3,4,2,4,2,4,2,4,4,4,4,3,0,0,2,1,0,2,3,NA,NA,5,1,4,2,5,2,5,2,4,2,5,1,0,4,4,3,4,3,5,1,19,Male,No,Asian,5,6,6,Republican,Continue,NA,9,3.842105263,3.909090909,4.6,3.6,1.5,4.6,4.048780488,3.357142857,3.2,2.421052632,2.272727273,1.5,2.4,1.25,1.8,2.170731707,1.857142857,3.133333333
I understand and agree to continue,4,1,4,1,5,2,5,1,5,1,3,2,5,0,5,1,4,2,2,1,5,1,5,1,4,3,3,2,5,1,5,3,4,2,4,0,3,1,5,2,5,1,4,1,3,3,4,2,5,1,5,1,5,4,4,3,5,1,5,2,4,1,5,0,5,0,5,0,4,0,5,2,5,0,5,0,5,0,5,2,5,2,4,2,4,2,4,2,5,3,3,2,5,3,4,3,4,4,4,3,4,2,4,2,5,0,5,1,4,4,5,2,5,0,0,4,5,1,0,NA,5,0,5,0,5,2,4,2,5,3,4,1,5,3,3,2,5,1,5,3,5,0,19,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,10,4.210526316,4.454545455,4.9,4.6,3,4.6,4.463414634,4.066666667,4.266666667,1.368421053,1.818181818,0.6,1.8,1.25,1.6,1.317073171,1.571428571,2.333333333
I understand and agree to continue,5,1,3,2,2,2,2,5,4,1,5,2,4,2,5,4,4,2,4,2,5,2,4,1,0,5,4,4,3,2,2,1,5,0,5,1,2,2,4,1,5,2,1,1,1,4,5,2,5,4,4,1,5,1,0,5,4,1,5,2,5,0,5,0,5,1,5,0,5,0,5,0,5,2,5,0,5,2,5,0,5,0,4,5,4,2,5,2,4,1,1,5,2,5,4,5,1,5,NA,NA,3,2,4,2,5,5,4,2,4,4,4,3,2,0,0,0,5,0,4,2,5,0,5,0,5,1,2,3,5,0,5,1,5,4,0,5,4,4,3,1,5,0,19,Male,No,White or Caucasian,6,6,6,Republican,Continue,NA,7,3.578947368,3.636363636,5,3.4,3.2,4.4,3.951219512,3.666666667,3.5,2.157894737,2.090909091,0.5,2.8,0.4,1,1.707317073,1.4,3.428571429
I understand and agree to continue,5,0,3,5,2,4,1,4,2,0,3,2,5,0,3,5,4,5,4,5,3,5,0,2,3,5,1,5,2,4,5,0,5,0,2,2,5,2,3,5,3,0,1,3,1,5,1,5,1,5,4,0,1,4,2,0,2,4,3,1,5,0,5,0,5,0,5,0,5,0,5,0,1,0,5,0,5,0,5,0,5,0,1,5,5,5,1,5,0,5,1,5,1,5,2,5,2,5,0,3,0,4,2,5,5,3,4,5,2,5,5,5,5,0,0,0,2,0,0,0,5,0,5,0,4,1,0,4,5,0,2,5,5,0,0,5,4,5,4,0,3,0,19,Female,No,White or Caucasian,6,4,3,Republican,Continue,NA,7,3.052631579,2.181818182,4.6,3.2,2.4,3.2,3.195121951,2.933333333,2.066666667,2.894736842,2.454545455,0,2,0,2,2.12195122,1.333333333,4.666666667
I understand and agree to continue,3,2,2,2,3,2,3,2,2,1,2,3,3,2,2,3,1,2,1,2,3,2,3,1,3,3,2,3,1,3,4,2,1,1,2,1,2,1,2,2,2,1,2,2,2,3,2,3,4,2,0,1,3,2,1,3,3,2,3,1,3,0,4,0,5,1,5,1,5,0,5,1,2,0,5,0,4,1,3,0,4,1,1,5,1,4,2,2,2,3,1,3,1,4,1,4,1,2,2,2,1,2,1,3,5,1,1,3,1,5,1,2,5,0,0,0,3,0,1,1,5,0,4,1,5,1,0,1,4,2,2,1,3,1,0,2,2,1,3,1,4,1,21,Female,No,White or Caucasian,5,5,5,Republican,Continue,NA,7,2.263157895,2.272727273,4.2,2.4,2.8,3,2.731707317,2.733333333,1.466666667,2,1.818181818,0.5,1.2,0.2,1.2,1.585365854,0.866666667,3
I understand and agree to continue,4,0,1,0,5,0,3,1,4,1,5,1,5,1,5,1,4,2,3,0,4,NA,2,0,3,0,2,0,4,1,5,0,3,0,5,0,5,0,3,3,3,0,3,0,1,1,3,1,5,0,4,1,4,0,3,2,4,0,5,1,5,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,2,3,2,3,1,3,0,3,0,2,1,2,2,3,3,3,3,4,0,2,2,5,0,3,2,2,4,5,0,5,0,5,0,5,0,5,0,3,0,3,0,5,0,3,0,5,0,5,0,5,0,1,0,4,0,5,0,5,0,19,Male,No,White or Caucasian,"Very liberal
1","Very liberal
1","Very liberal
1",Republican,Continue,NA,9,3.789473684,3.636363636,5,4,4.6,4.2,4.024390244,4.266666667,3.066666667,0.444444444,0.636363636,0,0,0,0,0.45,0,1.466666667
I understand and agree to continue,3,3,1,0,4,1,3,0,3,0,2,0,3,0,3,5,0,5,0,1,2,3,1,0,2,1,0,5,0,1,5,0,3,0,4,0,0,1,5,5,4,0,3,4,4,1,3,0,5,1,5,0,5,0,3,5,4,1,5,3,5,0,5,0,4,0,5,0,5,0,5,0,5,0,3,0,5,0,5,0,5,0,2,5,2,4,3,3,4,1,4,5,2,1,3,1,3,5,4,NA,0,1,3,5,5,0,1,5,5,5,5,5,5,0,0,0,5,1,0,0,5,0,5,0,5,0,3,1,5,1,4,0,5,1,0,2,4,4,4,0,5,2,26,Female,No,White or Caucasian,5,"Very conservative
7",6,Republican,Continue,NA,9,2.052631579,4.181818182,4.7,3.6,3,4.4,3.341463415,3.666666667,3.066666667,1.368421053,1.363636364,0,1.8,0.2,0.4,1.12195122,0.8,3.285714286
I understand and agree to continue,2,0,2,0,2,1,1,0,2,0,1,0,2,0,2,0,1,0,2,0,2,NA,0,0,2,1,1,1,1,1,1,0,2,0,1,0,2,1,3,0,1,0,1,0,1,0,2,0,2,0,3,0,3,1,1,1,2,0,3,0,3,0,3,0,3,0,4,0,4,0,4,0,4,0,2,0,3,0,1,0,2,0,1,3,1,3,1,0,1,1,1,3,0,1,1,1,1,1,1,0,1,0,1,0,3,0,1,2,3,3,3,1,3,0,0,0,1,0,0,0,3,0,3,0,2,0,2,1,4,0,2,0,4,0,0,1,2,1,1,0,2,0,23,Female,No,White or Caucasian,5,5,5,Republican,Continue,NA,7,1.526315789,2,3,1.8,1.4,2.6,2.048780488,1.933333333,1.333333333,0.277777778,0.181818182,0,0.4,0,0.2,0.175,0.2,1.266666667
I understand and agree to continue,1,3,1,2,3,3,2,2,4,2,2,1,3,2,3,3,0,4,1,4,3,2,1,1,1,4,0,2,2,2,3,1,3,2,2,0,5,2,4,2,3,1,2,1,3,0,2,3,4,0,3,3,2,2,1,4,2,2,3,1,4,4,5,0,5,0,5,1,5,1,5,0,5,2,1,0,4,2,4,1,5,1,1,5,1,5,1,2,1,3,1,2,1,5,1,5,1,5,1,1,1,1,1,5,5,1,3,4,5,2,4,5,5,0,0,3,0,0,0,1,5,1,5,1,5,2,1,2,5,2,2,3,4,1,0,5,3,3,4,1,5,2,18,Female,No,White or Caucasian,4,4,4,Other (please explain),Continue,NA,8,2.105263158,2.636363636,4.4,3.2,2,3.6,2.853658537,2.933333333,1.866666667,2.210526316,1.909090909,0.8,2.4,1,2,1.780487805,1.8,3.4
I understand and agree to continue,4,2,1,5,3,5,1,3,4,2,2,2,4,0,4,5,4,1,2,5,3,3,2,2,1,4,3,5,3,5,5,4,4,3,2,0,2,3,5,3,5,2,3,1,2,5,5,2,4,2,5,1,5,1,1,5,5,3,5,2,5,1,5,0,5,0,5,0,5,0,5,2,5,0,5,0,5,0,5,1,5,1,0,4,1,4,2,2,3,5,1,1,2,5,2,5,3,2,0,4,0,2,1,5,5,2,NA,NA,5,5,4,3,4,0,0,2,5,0,0,0,5,0,5,0,5,3,0,2,5,1,5,1,5,0,0,2,4,5,4,1,1,1,19,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,11,2.842105263,4.090909091,5,2.8,2.8,4,3.756097561,3.2,2.071428571,3.105263158,2.272727273,0.4,1.8,0.4,1.4,2.219512195,1.2,3.5
I understand and agree to continue,3,1,2,3,2,3,0,2,3,2,0,1,4,0,1,2,3,3,0,1,3,3,0,2,2,3,0,3,3,4,3,4,1,1,3,0,3,1,3,5,3,0,2,0,2,1,4,0,2,2,4,1,3,2,2,2,3,2,3,2,5,0,5,0,3,0,5,0,5,0,5,0,4,0,5,0,1,0,5,0,4,0,0,4,2,1,0,4,3,1,2,0,0,2,0,4,1,4,1,3,2,1,2,4,5,2,4,0,4,3,3,1,4,0,2,0,1,0,1,0,4,0,4,1,5,5,2,1,5,0,4,0,4,0,0,2,3,4,3,0,3,0,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,1.894736842,3,4.2,2.6,2.4,4,2.780487805,3,1.933333333,2.052631579,1.090909091,0,1.2,0,1.4,1.365853659,0.866666667,2.266666667
I understand and agree to continue,0,4,0,3,0,3,0,2,0,1,0,4,1,2,0,3,0,4,0,2,NA,2,0,2,0,3,0,5,0,4,1,2,0,3,3,2,3,2,3,3,1,2,2,3,0,3,4,1,3,4,4,1,5,1,0,4,1,3,5,1,5,3,5,0,2,3,5,1,5,0,5,2,5,0,5,0,1,2,5,0,4,1,0,5,0,4,0,2,NA,NA,0,4,0,3,0,3,0,2,0,NA,0,3,0,2,4,5,0,5,2,4,1,2,5,0,1,2,1,0,5,0,0,2,4,2,5,4,0,3,4,2,NA,NA,5,1,0,5,0,3,5,2,5,3,18,Female,No,White or Caucasian,4,4,4,Republican,Continue,NA,11,0.444444444,2.727272727,4.2,3,2.4,3.25,2.075,2.857142857,0.5,2.789473684,2.363636364,0.9,2.8,0.8,2.75,2.219512195,2.071428571,3.384615385
I understand and agree to continue,3,0,3,0,4,1,2,0,3,0,4,0,5,0,2,0,3,0,0,0,3,NA,3,0,0,0,0,0,4,1,4,0,3,2,3,2,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,2,0,1,1,4,1,5,1,3,0,5,0,4,0,2,0,1,0,4,0,5,0,4,0,4,0,2,0,3,0,1,0,4,1,1,0,NA,1,3,0,2,1,2,0,2,1,1,2,2,0,2,0,4,0,2,0,0,2,3,0,4,0,3,0,0,0,4,0,2,0,3,0,5,0,2,1,4,1,1,0,3,0,3,0,3,0,4,0,5,0,20,Male,No,White or Caucasian,6,6,6,Republican,Continue,NA,10,2.736842105,2.181818182,3.4,3.6,2.6,3,2.682926829,3.066666667,2.071428571,0.333333333,0.272727273,0,0,0,0.4,0.225,0.133333333,0.533333333
I understand and agree to continue,4,2,2,4,5,1,3,3,5,3,5,0,5,2,4,2,4,5,2,3,3,4,2,1,3,5,3,3,5,2,5,3,4,2,5,0,3,2,4,3,4,1,1,5,3,5,2,5,3,4,4,2,2,5,1,3,3,5,4,2,4,1,5,0,3,3,5,1,4,0,4,2,5,0,5,0,4,2,5,0,5,1,2,5,0,4,3,5,2,1,2,4,1,5,2,5,2,5,3,4,2,4,3,5,4,4,2,4,4,2,5,2,5,0,0,2,0,0,5,0,4,0,4,0,4,1,2,2,5,1,4,4,4,0,0,5,4,5,5,1,5,1,18,Female,Yes,White or Caucasian,6,6,6,Republican,Continue,NA,7,3.789473684,2.818181818,4.5,3.6,2.8,3.8,3.707317073,3.4,2.466666667,2.473684211,3.454545455,0.9,2.4,0.4,1.6,2.365853659,1.466666667,3.933333333
I understand and agree to continue,2,0,2,1,2,3,3,0,1,0,2,0,3,0,2,2,3,2,2,0,3,NA,2,2,2,2,NA,NA,2,2,3,1,2,0,1,0,1,1,3,1,3,0,1,1,1,4,1,4,3,2,3,0,3,1,1,2,2,1,3,1,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,4,0,2,0,5,0,1,5,3,2,1,4,3,0,1,1,3,1,2,0,2,5,2,1,2,0,1,3,5,0,2,2,2,3,4,0,5,0,0,0,4,0,4,0,3,0,3,0,4,4,3,0,4,0,3,0,3,0,0,1,2,1,3,0,2,0,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7",6,Republican,Continue,NA,11,2.111111111,2.272727273,4.5,2,3.2,3.4,2.775,2.866666667,2.266666667,0.941176471,1.454545455,0,0.4,0,0.8,0.846153846,0.4,1.8
I understand and agree to continue,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,Prefer not to say,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
I understand and agree to continue,2,1,3,2,4,1,4,1,3,1,2,1,5,0,4,1,4,0,2,1,2,2,2,0,3,1,2,2,3,2,5,1,4,1,3,1,2,2,4,0,2,1,1,1,2,4,1,3,3,1,3,0,4,1,1,2,2,1,4,1,5,1,5,0,5,0,5,0,5,0,5,0,2,0,5,1,4,0,5,0,5,0,2,2,1,2,4,0,4,0,1,1,2,1,2,1,3,1,2,1,1,1,1,4,5,0,2,1,4,3,2,2,5,0,5,0,2,0,4,0,1,1,4,1,5,3,2,0,4,0,2,1,5,0,1,2,3,1,3,1,1,1,18,Female,No,White or Caucasian,6,6,5,Republican,Continue,NA,9,3.105263158,2.545454545,4.6,2.6,3.4,3.4,3.341463415,3.133333333,2.4,1.105263158,1.454545455,0.1,1,0.2,1,0.926829268,0.733333333,1.333333333
I understand and agree to continue,4,1,3,4,4,4,3,2,4,3,3,3,3,1,4,4,3,4,3,2,3,3,2,4,3,0,1,2,3,3,4,2,3,2,3,1,3,1,3,3,3,1,1,2,3,4,3,3,3,4,3,2,3,3,1,1,2,2,5,3,4,3,5,0,2,1,5,0,5,0,4,1,5,0,4,0,4,1,4,0,4,0,1,1,3,3,2,2,3,2,2,3,2,4,2,3,3,3,2,3,1,3,1,5,NA,NA,3,4,3,2,4,1,4,1,0,1,3,0,4,0,3,0,4,2,5,5,1,2,5,1,3,2,3,1,0,2,4,1,3,2,4,1,19,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,11,3.105263158,2.818181818,4.2,2.8,2.8,3.6,3.292682927,3.066666667,2.285714286,2.421052632,2.545454545,0.3,1.4,0.4,2.4,1.951219512,1.4,2.785714286
I understand and agree to continue,1,0,0,1,1,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,1,NA,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,4,1,5,0,0,0,0,1,4,0,5,2,5,0,5,1,2,2,4,1,4,1,5,1,5,0,3,0,5,0,5,0,2,0,3,0,4,0,2,0,5,0,3,0,1,3,0,0,1,1,2,1,1,0,1,2,1,0,1,2,0,1,0,1,1,2,4,0,1,1,5,1,3,1,4,0,0,0,1,0,0,0,2,0,5,0,5,0,1,0,5,0,4,0,5,0,1,1,1,0,4,0,3,0,18,Female,Yes,White or Caucasian,"Very conservative
7","Very conservative
7",6,Republican,Continue,NA,7,0.789473684,3.545454545,3.7,2.8,1.4,4,2.317073171,2.733333333,1.466666667,0.166666667,0.818181818,0,0.2,0,0,0.325,0.066666667,1.066666667
I understand and agree to continue,4,2,3,1,2,3,4,2,3,0,2,3,4,1,3,3,3,3,2,3,3,2,1,1,4,2,3,3,4,4,4,2,3,3,3,0,3,1,2,4,3,1,1,2,1,4,2,3,3,3,4,2,3,2,1,4,3,4,4,2,4,2,5,3,5,1,5,2,5,4,5,4,5,1,5,2,4,1,5,1,5,1,2,4,1,3,3,1,2,1,2,2,2,4,1,4,1,3,2,0,1,1,1,4,5,4,3,2,3,4,2,1,3,0,4,1,2,0,4,0,5,0,4,1,5,3,3,0,4,1,3,4,5,1,2,3,3,3,3,2,4,2,18,Female,No,White or Caucasian,"Very conservative
7","Very conservative
7","Very conservative
7",Republican,Continue,NA,9,3.052631579,2.636363636,4.9,3.4,3.6,3.8,3.365853659,3.6,2.066666667,2.052631579,2.636363636,2,2.2,0.2,1.8,2.243902439,1.4,2.533333333
I understand and agree to continue,4,2,4,3,5,2,5,2,5,3,4,1,5,1,5,4,3,2,4,4,4,1,4,1,4,3,5,0,4,1,5,2,5,1,2,1,5,1,5,3,4,0,3,4,4,5,5,4,5,2,5,1,5,2,3,4,5,2,5,3,5,0,5,0,5,1,5,2,5,0,5,3,5,0,5,0,5,1,5,1,5,0,4,5,3,4,3,3,3,3,3,4,4,2,3,4,5,2,3,1,4,1,3,5,5,3,5,1,4,3,5,2,5,0,1,2,3,0,5,0,5,0,5,2,5,3,4,1,5,1,5,1,5,0,1,3,4,3,4,2,5,1,18,Female,No,White or Caucasian,6,6,6,Republican,Continue,NA,9,4.315789474,4.454545455,5,3.8,3.8,4.8,4.536585366,4.133333333,3.8,1.842105263,2.454545455,0.8,1.8,0.4,1.6,1.780487805,1.266666667,2.866666667
